,Unnamed: 0.1,Unnamed: 0,username,movie_id,watch_date,rating,comment
6091,6091.0,6091.0,cosbaldestony,2826,2025-10-01,3.0,
6092,6092.0,6092.0,jhaslen2e,3305,2017-11-17,2.0,
6093,6093.0,6093.0,astoate1c,4605,2009-08-09,4.0,
6094,6094.0,6094.0,marnaez24,62,2017-11-12,1.0,
6095,6095.0,6095.0,rgasgarthu,2819,2015-10-17,3.0,
6096,6096.0,6096.0,aecclestone1d,3951,2024-03-25,3.0,
6097,6097.0,6097.0,fbernon1j,2087,2015-07-30,2.0,
6098,6098.0,6098.0,gtoffolonio,123,2022-07-04,1.0,
6099,6099.0,6099.0,xbenion2f,3874,2008-10-04,3.0,
6100,6100.0,6100.0,aeul1o,3554,2014-06-06,4.0,
6101,6101.0,6101.0,rfoulis13,4042,2015-04-05,4.0,
6102,6102.0,6102.0,ebatchelor22,1996,2018-07-11,3.0,
6103,6103.0,6103.0,rgasgarthu,3166,2008-09-05,2.0,
6104,6104.0,6104.0,thargess27,999,2009-06-29,4.0,
6105,6105.0,6105.0,gbezemer1h,2330,2019-03-23,3.0,
6106,6106.0,6106.0,wdjordjevic1r,1589,2009-07-29,2.0,
6107,6107.0,6107.0,gtapine,2216,2026-01-10,1.0,
6108,6108.0,6108.0,knewling1s,1703,2012-12-27,1.0,
6109,6109.0,6109.0,wdjordjevic1r,4153,2016-03-07,3.0,
6110,6110.0,6110.0,glongbottom16,168,2010-12-17,2.0,
6111,6111.0,6111.0,sponteq,2968,2025-08-14,4.0,
6112,6112.0,6112.0,rtwitchings9,3618,2013-11-05,4.0,
6113,6113.0,6113.0,kstammler1m,3261,2014-04-29,3.0,
6114,6114.0,6114.0,cniesel0,1413,2008-08-16,2.0,
6115,6115.0,6115.0,cniesel0,964,2024-12-28,3.0,
6116,6116.0,6116.0,tsowrah1t,4106,2022-08-25,2.0,
6117,6117.0,6117.0,lshattock1e,2040,2013-09-08,3.0,
6118,6118.0,6118.0,llangloisi,2753,2019-12-15,4.0,
6119,6119.0,6119.0,fbernon1j,4696,2012-02-28,1.0,
6120,6120.0,6120.0,gseadon28,1319,2026-04-27,3.0,
6121,6121.0,6121.0,rfoulis13,1154,2020-06-03,4.0,
6122,6122.0,6122.0,ahorbath1a,3296,2012-05-17,1.0,
6123,6123.0,6123.0,bboobierv,439,2017-08-13,2.0,
6124,6124.0,6124.0,gtoffolonio,983,2015-09-06,4.0,
6125,6125.0,6125.0,alloydwilliamsa,1362,2016-07-16,4.0,
6126,6126.0,6126.0,cyannoni1w,2507,2011-10-25,1.0,
6127,6127.0,6127.0,hpoundford2i,1661,2010-06-12,1.0,
6128,6128.0,6128.0,cniesel0,4371,2009-06-16,2.0,
6129,6129.0,6129.0,battwellz,825,2020-06-14,3.0,
6130,6130.0,6130.0,csedgeworthk,4793,2010-06-13,2.0,
6131,6131.0,6131.0,gtapine,2810,2019-10-01,1.0,
6132,6132.0,6132.0,ksmedley1b,2242,2015-06-15,3.0,
6133,6133.0,6133.0,fscreech6,1221,2017-12-06,4.0,
6134,6134.0,6134.0,cschild1y,4455,2021-07-09,2.0,
6135,6135.0,6135.0,mdampier2q,1561,2020-12-31,2.0,
6136,6136.0,6136.0,egabbatiss2p,4261,2017-01-27,4.0,
6137,6137.0,6137.0,aecclestone1d,2254,2019-04-11,1.0,
6138,6138.0,6138.0,jvasilenko2h,1771,2017-12-27,3.0,
6139,6139.0,6139.0,tdundon1,992,2013-07-16,3.0,
6140,6140.0,6140.0,olechmere1k,1337,2014-12-01,1.0,
6141,6141.0,6141.0,swilemans,1496,2020-03-12,2.0,
6142,6142.0,6142.0,aecclestone1d,4796,2018-12-09,2.0,
6143,6143.0,6143.0,ebatchelor22,2998,2014-03-17,1.0,
6144,6144.0,6144.0,hseabrocke2m,68,2019-12-09,1.0,
6145,6145.0,6145.0,cfrankcom2d,3634,2019-06-29,4.0,
6146,6146.0,6146.0,kstonestreet20,4590,2015-03-29,1.0,
6147,6147.0,6147.0,mromandl,251,2021-01-20,1.0,
6148,6148.0,6148.0,pcolleford2r,3091,2023-04-06,1.0,
6149,6149.0,6149.0,vmuslimf,4198,2021-05-26,2.0,
6150,6150.0,6150.0,ccrippin21,702,2020-04-04,1.0,
6151,6151.0,6151.0,oaloshkinj,2080,2010-06-17,2.0,
6152,6152.0,6152.0,rrosten1x,1054,2015-05-16,4.0,
6153,6153.0,6153.0,cosbaldestony,2735,2020-07-28,4.0,
6154,6154.0,6154.0,egabbatiss2p,3938,2021-07-06,4.0,
6155,6155.0,6155.0,cwaszkiewicz1u,186,2011-06-03,3.0,
6156,6156.0,6156.0,rtwitchings9,3918,2025-08-24,4.0,
6157,6157.0,6157.0,garonovich1v,3443,2023-12-23,4.0,
6158,6158.0,6158.0,hseabrocke2m,1773,2012-02-25,1.0,
6159,6159.0,6159.0,rfoulis13,1749,2016-07-10,3.0,
6160,6160.0,6160.0,astoate1c,3714,2011-11-29,1.0,
6161,6161.0,6161.0,wdjordjevic1r,1276,2010-04-19,1.0,
6162,6162.0,6162.0,lconaboy11,3988,2019-01-14,3.0,
6163,6163.0,6163.0,ccockerham8,943,2013-09-01,1.0,
6164,6164.0,6164.0,kstammler1m,4569,2016-12-28,2.0,
6165,6165.0,6165.0,cfrankcom2d,2268,2008-05-28,2.0,
6166,6166.0,6166.0,ebatchelor22,4116,2021-08-09,2.0,
6167,6167.0,6167.0,gbezemer1h,59,2026-01-20,3.0,
6168,6168.0,6168.0,ahorbath1a,1361,2008-11-06,4.0,
6169,6169.0,6169.0,jcolyer5,4231,2011-08-16,2.0,
6170,6170.0,6170.0,dsiene2k,319,2012-03-20,3.0,
6171,6171.0,6171.0,battwellz,3243,2023-11-11,3.0,
6172,6172.0,6172.0,jmonini18,623,2024-06-18,4.0,
6173,6173.0,6173.0,jhaslen2e,3897,2024-10-03,4.0,
6174,6174.0,6174.0,vsecretan1z,3136,2025-11-28,4.0,
6175,6175.0,6175.0,pvicaryn,3621,2010-07-06,4.0,
6176,6176.0,6176.0,fbernon1j,3883,2018-03-15,3.0,
6177,6177.0,6177.0,ebatchelor22,4432,2024-08-08,4.0,
6178,6178.0,6178.0,pvicaryn,3103,2023-02-02,3.0,
6179,6179.0,6179.0,hpoundford2i,2256,2017-01-29,2.0,
6180,6180.0,6180.0,marnaez24,4540,2014-02-18,4.0,
6181,6181.0,6181.0,aheyward1g,1632,2020-04-17,3.0,
6182,6182.0,6182.0,dsiene2k,1624,2017-10-12,1.0,
6183,6183.0,6183.0,mwhitnell7,484,2010-06-15,4.0,
6184,6184.0,6184.0,wdjordjevic1r,3119,2025-08-10,2.0,
6185,6185.0,6185.0,rgasgarthu,516,2011-12-15,1.0,
6186,6186.0,6186.0,kstonestreet20,4630,2013-08-03,2.0,
6187,6187.0,6187.0,elivingstonep,3428,2010-08-29,2.0,
6188,6188.0,6188.0,jcolyer5,4652,2024-01-19,4.0,
6189,6189.0,6189.0,gtoffolonio,883,2015-01-05,4.0,
6190,6190.0,6190.0,bfiggins23,4503,2008-08-30,2.0,
6191,6191.0,6191.0,ebatchelor22,2534,2014-08-30,3.0,
6192,6192.0,6192.0,csedgeworthk,456,2011-08-06,1.0,
6193,6193.0,6193.0,jhaslen2e,2016,2010-06-01,3.0,
6194,6194.0,6194.0,ppointon2l,4758,2017-07-06,4.0,
6195,6195.0,6195.0,rbottrellt,1556,2017-07-31,4.0,
6196,6196.0,6196.0,onewberryd,4086,2024-12-12,3.0,
6197,6197.0,6197.0,jhaslen2e,1097,2017-10-24,4.0,
6198,6198.0,6198.0,lshattock1e,611,2020-06-20,2.0,
6199,6199.0,6199.0,aecclestone1d,3105,2008-08-29,2.0,
6200,6200.0,6200.0,csedgeworthk,4152,2024-06-02,4.0,
6201,6201.0,6201.0,mwhitnell7,1582,2012-01-09,4.0,
6202,6202.0,6202.0,tdundon1,3308,2024-11-04,2.0,
6203,6203.0,6203.0,cdevaneyc,2499,2017-01-13,1.0,
6204,6204.0,6204.0,tfley1q,4232,2018-01-06,3.0,
6205,6205.0,6205.0,wdjordjevic1r,3218,2016-07-06,3.0,
6206,6206.0,6206.0,ccrippin21,1589,2021-12-08,1.0,
6207,6207.0,6207.0,fscreech6,2727,2023-07-30,4.0,
6208,6208.0,6208.0,aecclestone1d,3762,2011-10-24,4.0,
6209,6209.0,6209.0,ahorbath1a,3564,2017-03-15,3.0,
6210,6210.0,6210.0,rwilcott10,1193,2013-01-13,1.0,
6211,6211.0,6211.0,pkyteley2j,1794,2013-12-02,1.0,
6212,6212.0,6212.0,aheyward1g,1752,2018-12-05,3.0,
6213,6213.0,6213.0,garonovich1v,1344,2011-05-26,1.0,
6214,6214.0,6214.0,cwaszkiewicz1u,128,2019-08-27,2.0,
6215,6215.0,6215.0,hseabrocke2m,2582,2011-06-16,1.0,
6216,6216.0,6216.0,gbezemer1h,2255,2015-07-08,4.0,
6217,6217.0,6217.0,lconaboy11,824,2021-03-30,2.0,
6218,6218.0,6218.0,mcharlot12,534,2019-07-01,2.0,
6219,6219.0,6219.0,knewling1s,1405,2016-12-28,2.0,
6220,6220.0,6220.0,kstammler1m,1888,2024-09-19,3.0,
6221,6221.0,6221.0,avasechkin2g,2538,2023-10-25,2.0,
6222,6222.0,6222.0,marnaez24,1331,2010-08-20,2.0,
6223,6223.0,6223.0,garonovich1v,1937,2020-10-30,4.0,
6224,6224.0,6224.0,bfiggins23,4012,2024-01-19,2.0,
6225,6225.0,6225.0,cschild1y,4346,2013-08-05,4.0,
6226,6226.0,6226.0,rgasgarthu,1247,2015-10-15,2.0,
6227,6227.0,6227.0,xbenion2f,2744,2023-10-01,3.0,
6228,6228.0,6228.0,cwaszkiewicz1u,3184,2008-01-23,2.0,
6229,6229.0,6229.0,glongbottom16,3652,2019-02-23,1.0,
6230,6230.0,6230.0,ccrippin21,357,2024-08-25,2.0,
6231,6231.0,6231.0,mmeka,3648,2020-06-18,1.0,
6232,6232.0,6232.0,rfoulis13,4016,2025-12-09,2.0,
6233,6233.0,6233.0,ccockerham8,4750,2023-05-19,4.0,
6234,6234.0,6234.0,mdampier2q,3647,2020-05-31,1.0,
6235,6235.0,6235.0,cniesel0,2133,2012-09-17,2.0,
6236,6236.0,6236.0,tlowden17,931,2018-07-11,1.0,
6237,6237.0,6237.0,ssparshettb,2846,2010-04-19,4.0,
6238,6238.0,6238.0,jmonini18,4328,2010-02-23,3.0,
6239,6239.0,6239.0,egrestie2c,3407,2025-05-16,3.0,
6240,6240.0,6240.0,aeul1o,1113,2025-11-23,3.0,
6241,6241.0,6241.0,msmedmore2n,4302,2024-05-28,1.0,
6242,6242.0,6242.0,lconaboy11,3504,2024-08-08,3.0,
6243,6243.0,6243.0,bboobierv,2153,2022-11-18,2.0,
6244,6244.0,6244.0,garonovich1v,2002,2008-08-07,1.0,
6245,6245.0,6245.0,ahorbath1a,773,2020-09-07,1.0,
6246,6246.0,6246.0,msmedmore2n,4355,2013-04-11,3.0,
6247,6247.0,6247.0,ppointon2l,1722,2011-08-17,1.0,
6248,6248.0,6248.0,cosbaldestony,1500,2008-09-18,1.0,
6249,6249.0,6249.0,mvasseh,3798,2008-12-06,4.0,
6250,6250.0,6250.0,xbenion2f,2140,2021-12-20,2.0,
6251,6251.0,6251.0,pkyteley2j,4190,2021-12-24,1.0,
6252,6252.0,6252.0,aheyward1g,345,2024-06-27,2.0,
6253,6253.0,6253.0,aheyward1g,2717,2015-01-10,2.0,
6254,6254.0,6254.0,dbruckshaw1l,3076,2023-07-29,4.0,
6255,6255.0,6255.0,gseadon28,909,2009-03-31,2.0,
6256,6256.0,6256.0,kstonestreet20,929,2018-05-26,3.0,
6257,6257.0,6257.0,aheyward1g,3534,2020-05-05,2.0,
6258,6258.0,6258.0,lmaxtedg,1409,2016-02-07,3.0,
6259,6259.0,6259.0,mwhitnell7,1928,2009-07-08,4.0,
6260,6260.0,6260.0,msmedmore2n,2706,2025-12-30,1.0,
6261,6261.0,6261.0,pvicaryn,3073,2025-10-06,3.0,
6262,6262.0,6262.0,battwellz,1630,2011-06-23,3.0,
6263,6263.0,6263.0,tsowrah1t,2763,2017-11-25,2.0,
6264,6264.0,6264.0,tdundon1,2768,2017-06-14,2.0,
6265,6265.0,6265.0,gtoffolonio,413,2024-04-17,3.0,
6266,6266.0,6266.0,oaloshkinj,1393,2017-08-30,1.0,
6267,6267.0,6267.0,kstonestreet20,39,2021-08-28,4.0,
6268,6268.0,6268.0,fbernon1j,1650,2013-12-27,3.0,
6269,6269.0,6269.0,lshattock1e,317,2009-12-11,1.0,
6270,6270.0,6270.0,pkyteley2j,2866,2012-01-22,3.0,
6271,6271.0,6271.0,ahorbath1a,2428,2022-01-28,3.0,
6272,6272.0,6272.0,mromandl,2258,2021-07-04,4.0,
6273,6273.0,6273.0,ccockerham8,1957,2022-08-11,3.0,
6274,6274.0,6274.0,bfiggins23,2812,2015-02-10,2.0,
6275,6275.0,6275.0,hseabrocke2m,4791,2022-10-03,1.0,
6276,6276.0,6276.0,hpoundford2i,2255,2010-09-08,1.0,
6277,6277.0,6277.0,mcharlot12,37,2009-10-01,1.0,
6278,6278.0,6278.0,mvasseh,4141,2012-11-07,1.0,
6279,6279.0,6279.0,rtwitchings9,4006,2023-03-02,1.0,
6280,6280.0,6280.0,tsowrah1t,4118,2014-01-14,3.0,
6281,6281.0,6281.0,aheyward1g,3814,2011-02-15,2.0,
6282,6282.0,6282.0,astoate1c,2755,2016-12-13,4.0,
6283,6283.0,6283.0,ahorbath1a,3361,2013-08-07,2.0,
6284,6284.0,6284.0,mromandl,2214,2011-12-14,2.0,
6285,6285.0,6285.0,cdevaneyc,2815,2013-10-08,2.0,
6286,6286.0,6286.0,vmuslimf,4634,2013-07-31,2.0,
6287,6287.0,6287.0,mmeka,1732,2023-06-14,4.0,
6288,6288.0,6288.0,onewberryd,2833,2008-07-13,2.0,
6289,6289.0,6289.0,thargess27,4580,2013-11-08,4.0,
6290,6290.0,6290.0,tlowden17,2479,2015-01-22,3.0,
6291,6291.0,6291.0,astoate1c,483,2013-02-14,2.0,
6292,6292.0,6292.0,tpaulino2,3678,2015-04-20,3.0,
6293,6293.0,6293.0,jvasilenko2h,3723,2011-04-11,1.0,
6294,6294.0,6294.0,elivingstonep,3878,2024-07-18,1.0,
6295,6295.0,6295.0,kstammler1m,4750,2009-08-07,2.0,
6296,6296.0,6296.0,pcolleford2r,3206,2021-02-05,4.0,
6297,6297.0,6297.0,msmedmore2n,574,2014-01-02,1.0,
6298,6298.0,6298.0,tfley1q,2312,2009-03-03,4.0,
6299,6299.0,6299.0,dayllett1i,4376,2011-09-01,1.0,
6300,6300.0,6300.0,lconaboy11,4296,2021-01-28,2.0,
6301,6301.0,6301.0,esouthwell2b,963,2010-11-04,3.0,
6302,6302.0,6302.0,ebatchelor22,2520,2016-09-08,3.0,
6303,6303.0,6303.0,bfiggins23,2067,2026-03-30,1.0,
6304,6304.0,6304.0,prosenfelt14,3652,2014-01-13,3.0,
6305,6305.0,6305.0,onewberryd,10,2014-11-27,1.0,
6306,6306.0,6306.0,ppointon2l,2551,2017-05-09,2.0,
6307,6307.0,6307.0,pcolleford2r,4541,2013-10-09,4.0,
6308,6308.0,6308.0,jmccarterx,925,2014-05-10,2.0,
6309,6309.0,6309.0,fbernon1j,3776,2022-01-17,3.0,
6310,6310.0,6310.0,olechmere1k,3910,2019-04-28,1.0,
6311,6311.0,6311.0,marnaez24,4157,2013-02-05,2.0,
6312,6312.0,6312.0,jmarkos29,4783,2022-07-03,2.0,
6313,6313.0,6313.0,fbernon1j,1460,2009-08-13,4.0,
6314,6314.0,6314.0,ppointon2l,3624,2021-07-25,3.0,
6315,6315.0,6315.0,cyannoni1w,1529,2014-06-24,2.0,
6316,6316.0,6316.0,dayllett1i,1876,2011-02-27,1.0,
6317,6317.0,6317.0,afradsonm,2714,2011-04-15,2.0,
6318,6318.0,6318.0,ccrippin21,4655,2019-10-04,2.0,
6319,6319.0,6319.0,ppointon2l,4779,2021-08-03,3.0,
6320,6320.0,6320.0,avasechkin2g,3855,2017-03-02,4.0,
6321,6321.0,6321.0,mwhitnell7,4124,2012-09-24,2.0,
6322,6322.0,6322.0,cwaszkiewicz1u,549,2016-06-09,1.0,
6323,6323.0,6323.0,gtoffolonio,3951,2021-07-09,2.0,
6324,6324.0,6324.0,fbernon1j,3647,2015-08-23,1.0,
6325,6325.0,6325.0,elivingstonep,3043,2011-03-27,4.0,
6326,6326.0,6326.0,wleatt2o,1858,2023-11-27,4.0,
6327,6327.0,6327.0,sponteq,2219,2015-05-10,4.0,
6328,6328.0,6328.0,lbudibent3,4202,2022-11-18,4.0,
6329,6329.0,6329.0,tsowrah1t,787,2018-11-03,4.0,
6330,6330.0,6330.0,ksmedley1b,4473,2019-01-27,3.0,
6331,6331.0,6331.0,sbignell19,1161,2023-01-09,4.0,
6332,6332.0,6332.0,sbignell19,1914,2011-10-31,1.0,
6333,6333.0,6333.0,gbezemer1h,4251,2008-09-22,2.0,
6334,6334.0,6334.0,rgasgarthu,3357,2025-11-24,4.0,
6335,6335.0,6335.0,ebatchelor22,4798,2014-07-23,2.0,
6336,6336.0,6336.0,xbenion2f,4402,2023-01-28,3.0,
6337,6337.0,6337.0,pkyteley2j,491,2024-04-22,2.0,
6338,6338.0,6338.0,thargess27,843,2025-06-04,1.0,
6339,6339.0,6339.0,mvasseh,1506,2012-04-18,4.0,
6340,6340.0,6340.0,jcolyer5,1964,2010-05-22,2.0,
6341,6341.0,6341.0,mdampier2q,805,2013-09-02,2.0,
6342,6342.0,6342.0,rrosten1x,2458,2020-12-24,1.0,
6343,6343.0,6343.0,jmccarterx,2205,2014-09-19,1.0,
6344,6344.0,6344.0,tsowrah1t,620,2023-07-12,2.0,
6345,6345.0,6345.0,cfrankcom2d,277,2012-06-20,2.0,
6346,6346.0,6346.0,egrestie2c,2406,2010-12-08,3.0,
6347,6347.0,6347.0,csedgeworthk,2830,2022-03-23,1.0,
6348,6348.0,6348.0,rtwitchings9,1804,2020-05-05,2.0,
6349,6349.0,6349.0,ccockerham8,1980,2022-02-15,2.0,
6350,6350.0,6350.0,jdellcasa1n,3107,2009-08-19,4.0,
6351,6351.0,6351.0,mromandl,2411,2010-12-09,3.0,
6352,6352.0,6352.0,mvasseh,2450,2017-07-11,3.0,
6353,6353.0,6353.0,garonovich1v,3668,2022-10-02,3.0,
6354,6354.0,6354.0,xbenion2f,4591,2021-02-22,3.0,
6355,6355.0,6355.0,tsowrah1t,4203,2011-11-06,4.0,
6356,6356.0,6356.0,dayllett1i,752,2026-03-19,4.0,
6357,6357.0,6357.0,dayllett1i,331,2026-02-08,4.0,
6358,6358.0,6358.0,esouthwell2b,965,2018-12-18,1.0,
6359,6359.0,6359.0,battwellz,115,2026-03-10,1.0,
6360,6360.0,6360.0,ccockerham8,62,2014-05-18,2.0,
6361,6361.0,6361.0,ssparshettb,4615,2012-10-31,4.0,
6362,6362.0,6362.0,gtapine,4146,2010-05-08,1.0,
6363,6363.0,6363.0,rrosten1x,4213,2013-11-03,2.0,
6364,6364.0,6364.0,prosenfelt14,4645,2012-11-01,2.0,
6365,6365.0,6365.0,wdjordjevic1r,1453,2025-04-20,3.0,
6366,6366.0,6366.0,gtapine,892,2008-06-25,4.0,
6367,6367.0,6367.0,mdampier2q,1707,2022-09-18,3.0,
6368,6368.0,6368.0,thargess27,2576,2020-01-17,1.0,
6369,6369.0,6369.0,fbernon1j,4647,2023-03-27,3.0,
6370,6370.0,6370.0,gtapine,4331,2009-09-12,2.0,
6371,6371.0,6371.0,ksmedley1b,2650,2022-05-10,3.0,
6372,6372.0,6372.0,afradsonm,4458,2025-03-22,3.0,
6373,6373.0,6373.0,tsowrah1t,512,2022-11-18,2.0,
6374,6374.0,6374.0,wleatt2o,161,2021-09-29,1.0,
6375,6375.0,6375.0,rrosten1x,3760,2022-07-09,3.0,
6376,6376.0,6376.0,garonovich1v,1871,2011-01-08,2.0,
6377,6377.0,6377.0,cfrankcom2d,123,2020-03-21,2.0,
6378,6378.0,6378.0,dbruckshaw1l,2044,2010-05-12,4.0,
6379,6379.0,6379.0,tdundon1,4368,2022-09-18,1.0,
6380,6380.0,6380.0,marnaez24,378,2017-10-09,3.0,
6381,6381.0,6381.0,oaloshkinj,4471,2021-04-13,3.0,
6382,6382.0,6382.0,lbudibent3,3745,2014-04-27,3.0,
6383,6383.0,6383.0,jhaslen2e,4569,2023-07-22,3.0,
6384,6384.0,6384.0,cosbaldestony,3597,2011-06-06,4.0,
6385,6385.0,6385.0,llangloisi,1132,2020-03-30,3.0,
6386,6386.0,6386.0,rrosten1x,3821,2019-08-17,4.0,
6387,6387.0,6387.0,ahorbath1a,449,2017-02-09,3.0,
6388,6388.0,6388.0,mromandl,2317,2022-08-31,1.0,
6389,6389.0,6389.0,tlowden17,4178,2008-10-22,2.0,
6390,6390.0,6390.0,tlowden17,206,2008-09-13,4.0,
6391,6391.0,6391.0,thargess27,2525,2018-08-09,4.0,
6392,6392.0,6392.0,fscreech6,1376,2018-07-01,3.0,
6393,6393.0,6393.0,mcharlot12,3105,2012-06-25,1.0,
6394,6394.0,6394.0,swilemans,2549,2024-02-03,1.0,
6395,6395.0,6395.0,msmedmore2n,4294,2014-08-30,3.0,
6396,6396.0,6396.0,marnaez24,2673,2023-09-11,3.0,
6397,6397.0,6397.0,lmaxtedg,3210,2025-10-05,1.0,
6398,6398.0,6398.0,gtoffolonio,587,2017-01-18,1.0,
6399,6399.0,6399.0,swilemans,3980,2010-02-01,4.0,
6400,6400.0,6400.0,dayllett1i,1370,2024-05-12,2.0,
6401,6401.0,6401.0,tmusickaw,1459,2021-04-13,1.0,
6402,6402.0,6402.0,cyannoni1w,1149,2014-09-17,4.0,
6403,6403.0,6403.0,hseabrocke2m,382,2023-11-13,3.0,
6404,6404.0,6404.0,tlowden17,284,2018-04-15,3.0,
6405,6405.0,6405.0,gtapine,179,2011-03-20,1.0,
6406,6406.0,6406.0,afradsonm,4710,2012-10-05,4.0,
6407,6407.0,6407.0,jmccarterx,1936,2021-11-15,2.0,
6408,6408.0,6408.0,elivingstonep,4034,2017-02-10,1.0,
6409,6409.0,6409.0,ksmedley1b,4596,2013-06-21,3.0,
6410,6410.0,6410.0,xbenion2f,3869,2022-05-16,2.0,
6411,6411.0,6411.0,tmusickaw,2976,2015-03-19,3.0,
6412,6412.0,6412.0,egabbatiss2p,3664,2023-03-05,2.0,
6413,6413.0,6413.0,dpiatto4,2010,2011-06-12,1.0,
6414,6414.0,6414.0,aecclestone1d,3145,2019-05-08,3.0,
6415,6415.0,6415.0,lconaboy11,37,2013-01-04,2.0,
6416,6416.0,6416.0,bdundin1f,1945,2009-10-06,1.0,
6417,6417.0,6417.0,hpoundford2i,2595,2020-03-06,4.0,
6418,6418.0,6418.0,cyannoni1w,3706,2021-04-07,1.0,
6419,6419.0,6419.0,cyannoni1w,3422,2015-01-12,2.0,
6420,6420.0,6420.0,gtoffolonio,541,2011-01-05,3.0,
6421,6421.0,6421.0,cyannoni1w,773,2014-07-08,3.0,
6422,6422.0,6422.0,mdampier2q,2169,2014-08-21,2.0,
6423,6423.0,6423.0,ccrippin21,921,2011-03-09,3.0,
6424,6424.0,6424.0,mmeka,1160,2014-06-23,4.0,
6425,6425.0,6425.0,lbudibent3,2021,2012-05-23,2.0,
6426,6426.0,6426.0,jhearsey25,3835,2025-02-14,4.0,
6427,6427.0,6427.0,dsiene2k,528,2011-10-02,1.0,
6428,6428.0,6428.0,bboobierv,2081,2015-04-24,2.0,
6429,6429.0,6429.0,elivingstonep,556,2014-12-16,2.0,
6430,6430.0,6430.0,cschild1y,1424,2016-02-25,1.0,
6431,6431.0,6431.0,aheyward1g,4098,2025-04-23,1.0,
6432,6432.0,6432.0,esouthwell2b,1149,2025-09-03,1.0,
6433,6433.0,6433.0,ksmedley1b,1223,2025-08-08,2.0,
6434,6434.0,6434.0,dbruckshaw1l,4487,2011-12-16,2.0,
6435,6435.0,6435.0,lbudibent3,3411,2025-03-30,1.0,
6436,6436.0,6436.0,wdjordjevic1r,2874,2026-02-18,3.0,
6437,6437.0,6437.0,thargess27,1856,2018-03-01,4.0,
6438,6438.0,6438.0,afradsonm,2550,2012-09-05,1.0,
6439,6439.0,6439.0,mromandl,3140,2017-01-24,4.0,
6440,6440.0,6440.0,dsiene2k,1640,2012-01-18,2.0,
6441,6441.0,6441.0,olechmere1k,1711,2010-04-21,3.0,
6442,6442.0,6442.0,prosenfelt14,145,2016-01-17,1.0,
6443,6443.0,6443.0,knewling1s,3900,2013-10-17,1.0,
6444,6444.0,6444.0,pkyteley2j,2662,2011-04-19,1.0,
6445,6445.0,6445.0,daleksidzer,2529,2009-12-26,3.0,
6446,6446.0,6446.0,sponteq,4109,2011-12-31,3.0,
6447,6447.0,6447.0,sbignell19,3244,2009-05-14,4.0,
6448,6448.0,6448.0,egrestie2c,1124,2010-04-11,1.0,
6449,6449.0,6449.0,dbruckshaw1l,1298,2023-04-06,4.0,
6450,6450.0,6450.0,garonovich1v,4494,2023-08-28,1.0,
6451,6451.0,6451.0,aecclestone1d,3894,2008-02-16,3.0,
6452,6452.0,6452.0,jdellcasa1n,2751,2012-05-31,4.0,
6453,6453.0,6453.0,bfiggins23,2676,2014-02-12,1.0,
6454,6454.0,6454.0,swilemans,3083,2019-11-27,2.0,
6455,6455.0,6455.0,ahorbath1a,1949,2019-07-01,2.0,
6456,6456.0,6456.0,jmarkos29,2333,2013-04-22,2.0,
6457,6457.0,6457.0,tfley1q,3456,2016-05-10,2.0,
6458,6458.0,6458.0,ssimoes2a,2411,2011-12-05,2.0,
6459,6459.0,6459.0,lconaboy11,169,2021-04-04,3.0,
6460,6460.0,6460.0,ccockerham8,135,2023-07-04,2.0,
6461,6461.0,6461.0,aecclestone1d,1493,2016-05-29,1.0,
6462,6462.0,6462.0,oaloshkinj,3051,2017-01-27,3.0,
6463,6463.0,6463.0,kstammler1m,1117,2017-08-29,3.0,
6464,6464.0,6464.0,alloydwilliamsa,2806,2014-07-23,1.0,
6465,6465.0,6465.0,lmaxtedg,2952,2020-02-11,1.0,
6466,6466.0,6466.0,mmeka,4409,2017-05-09,2.0,
6467,6467.0,6467.0,wdjordjevic1r,693,2026-01-19,1.0,
6468,6468.0,6468.0,garonovich1v,335,2017-10-12,3.0,
6469,6469.0,6469.0,kstammler1m,4625,2020-07-31,2.0,
6470,6470.0,6470.0,garonovich1v,2727,2016-03-10,2.0,
6471,6471.0,6471.0,lbudibent3,33,2019-04-04,4.0,
6472,6472.0,6472.0,ccrippin21,1072,2021-06-18,4.0,
6473,6473.0,6473.0,knewling1s,4503,2022-04-12,4.0,
6474,6474.0,6474.0,wleatt2o,4335,2014-05-24,4.0,
6475,6475.0,6475.0,mromandl,4780,2008-12-04,1.0,
6476,6476.0,6476.0,ppointon2l,2482,2018-05-21,1.0,
6477,6477.0,6477.0,kstonestreet20,1116,2015-01-03,1.0,
6478,6478.0,6478.0,onewberryd,1360,2016-09-14,1.0,
6479,6479.0,6479.0,daleksidzer,522,2018-02-17,1.0,
6480,6480.0,6480.0,daleksidzer,1888,2011-07-24,2.0,
6481,6481.0,6481.0,jdellcasa1n,2003,2021-03-10,3.0,
6482,6482.0,6482.0,mdampier2q,4602,2024-02-27,1.0,
6483,6483.0,6483.0,hpoundford2i,3422,2008-07-25,4.0,
6484,6484.0,6484.0,ccrippin21,3948,2009-03-01,3.0,
6485,6485.0,6485.0,ashenton26,3889,2023-01-06,3.0,
6486,6486.0,6486.0,lmaxtedg,1250,2013-07-26,1.0,
6487,6487.0,6487.0,jhearsey25,471,2019-08-23,4.0,
6488,6488.0,6488.0,kstonestreet20,4292,2020-09-08,4.0,
